label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.0,0.0,0.0,0.1353037506341934,-0.4246145188808441,0.1703702956438064,0.0978362038731575,-0.7417547106742859,0.2490340024232864,-0.004124516621232,-0.9340619444847108,0.3099294602870941,-0.0889547169208526,-1.0478352308273315,0.3685943186283111,0.0441086739301681,-0.9997308850288392,0.155204638838768,0.0358794778585433,-1.412389636039734,0.2303122282028198,0.0100896004587411,-1.673068284988403,0.2895677089691162,0.0015955786220729,-1.846343994140625,0.3288575410842895,-0.1174027845263481,-0.9853774309158324,0.1234825029969215,-0.167536661028862,-1.3636468648910522,0.2556133270263672,-0.1598425358533859,-1.1787564754486084,0.379759818315506,-0.1207746043801307,-1.004409909248352,0.463058590888977,-0.2466218173503875,-0.8708310723304749,0.1056005731225013,-0.2915859818458557,-1.0900027751922607,0.2406951338052749,-0.2579568028450012,-0.8945193290710449,0.3366632163524627,-0.2246856093406677,-0.7834213376045227,0.3849681913852691,-0.3590133190155029,-0.6877545118331909,0.1010385304689407,-0.3784752786159515,-0.8446197509765625,0.2204895466566085,-0.3387210965156555,-0.7159053087234497,0.2949486076831817,-0.2965933680534363,-0.6190782189369202,0.3397552371025085
1,0.0,0.0,0.0,0.0792975202202797,-0.4842565655708313,0.2447019666433334,0.0515338219702243,-0.8181920647621155,0.2910735309123993,-0.0198468193411827,-1.0332369804382324,0.3262585401535034,-0.1037745848298072,-1.2132755517959597,0.3502152264118194,0.1018701642751693,-1.0547538995742798,-0.0744384750723838,0.0684335529804229,-1.578298807144165,-0.0441293120384216,0.0086314724758267,-1.8832257986068728,-0.0149395819753408,-0.0220619179308414,-2.115501880645752,0.004961023107171,-0.0539148710668087,-0.9887282252311708,-0.139677345752716,-0.1330895870923996,-1.3599787950515747,0.0664057210087776,-0.1520033180713653,-1.091917634010315,0.2676589488983154,-0.1143922358751297,-0.9202095866203308,0.3551537692546844,-0.2077151089906692,-0.8914094567298889,-0.1744788140058517,-0.2740988135337829,-1.0916078090667725,0.066997192800045,-0.257315993309021,-0.838135302066803,0.1971848756074905,-0.2243250459432602,-0.7165905237197876,0.2033399790525436,-0.3483830690383911,-0.8057389259338379,-0.189923420548439,-0.36404949426651,-0.8836178779602051,0.0182654410600662,-0.3348520696163177,-0.7108895778656006,0.1165204122662544,-0.3168366253376007,-0.5931240916252136,0.13394695520401
1,0.0,0.0,0.0,0.1758214980363845,-0.3089001476764679,0.0434077456593513,0.2314560115337371,-0.6571678519248962,0.0692390799522399,0.1856356561183929,-0.9146866202354432,0.1028818115592002,0.0873482525348663,-1.0076522827148438,0.1339823603630066,0.0364650748670101,-0.993886947631836,-0.0651792883872985,0.0359490700066089,-1.503856182098389,-0.0532527677714824,0.0291473846882581,-1.778699278831482,-0.0425816215574741,0.0265114344656467,-1.987223982810974,-0.0398943163454532,-0.1381317526102066,-0.9886286854743958,-0.0594381280243396,-0.0930972546339035,-1.279247522354126,0.0028582015074789,-0.04148580878973,-1.1534162759780884,0.0609416291117668,-0.006719633936882,-0.998258411884308,0.082592599093914,-0.265731543302536,-0.8824067115783691,-0.0392911024391651,-0.1833988726139068,-1.0714833736419678,0.0336970873177051,-0.1336835473775863,-0.9606559872627258,0.0827734842896461,-0.1200689375400543,-0.8234180212020874,0.0904403775930404,-0.3633705973625183,-0.7523865699768066,-0.0144636994227766,-0.2922126054763794,-0.8857039213180542,0.0406354740262031,-0.2344871759414672,-0.8124411702156067,0.0784249529242515,-0.2094328999519348,-0.7132886052131653,0.0947702005505561
1,0.0,0.0,0.0,0.1827889680862426,-0.362432062625885,0.0917139947414398,0.2451565712690353,-0.750116765499115,0.1527479290962219,0.2234548032283783,-1.0886123180389404,0.2260618209838867,0.1238126903772354,-1.1930683851242063,0.2995379269123077,0.0438357777893543,-1.0284466743469238,-0.0478502660989761,0.0500549226999282,-1.5732530355453491,-0.0330905690789222,0.0358663164079189,-1.8610957860946655,-0.0386304557323455,0.016844080761075,-2.100020170211792,-0.0507306233048439,-0.1305266618728637,-0.9905118942260742,-0.0430001579225063,-0.0754882916808128,-1.3788377046585083,0.0698121264576911,-0.0139075452461838,-1.2361325025558472,0.158570185303688,0.011941329576075,-1.0887928009033203,0.1847808361053466,-0.2638016641139984,-0.8786976337432861,-0.0208812821656465,-0.1852650940418243,-1.177254319190979,0.1009059250354766,-0.1316577643156051,-1.041895031929016,0.1736456602811813,-0.126170352101326,-0.8865420818328857,0.1805097907781601,-0.366825670003891,-0.7433030605316162,0.0090648010373115,-0.2831008434295654,-0.9435738921165466,0.0986352786421775,-0.2272540181875229,-0.8325647711753845,0.1503482311964035,-0.2139862477779388,-0.7048837542533875,0.1651298105716705
1,0.0,0.0,0.0,0.0971585363149643,-0.4642069637775421,0.2226489037275314,0.0669662207365036,-0.809302031993866,0.2771922051906585,-0.0169475842267274,-1.0622613430023191,0.3135959804058075,-0.116874024271965,-1.241059184074402,0.3379200100898742,0.0988268852233886,-1.0540666580200195,-0.0201080869883298,0.0219705533236265,-1.6092383861541748,0.0113649498671293,-0.056533645838499,-1.90379798412323,0.0458545349538326,-0.1018230393528938,-2.135436534881592,0.0673665925860405,-0.0454269275069236,-0.994304358959198,-0.0964123830199241,-0.1890512257814407,-1.3957892656326294,0.0482134371995925,-0.2114054858684539,-1.1548337936401367,0.2011776715517044,-0.1629399806261062,-0.9803922176361084,0.2727170586585998,-0.1997105926275253,-0.8873646855354309,-0.1442423611879348,-0.3216302692890167,-1.1478934288024902,0.0153885493054986,-0.3029250800609588,-0.9164388179779052,0.1362594962120056,-0.2555748522281647,-0.7825126051902771,0.1664160341024398,-0.3471419811248779,-0.7604666948318481,-0.1729275286197662,-0.4072709381580353,-0.9262886643409728,-0.0382218360900878,-0.3683484196662903,-0.7530207633972168,0.0589960180222988,-0.3258949518203735,-0.628969669342041,0.1009772047400474
1,0.0,0.0,0.0,0.1216152682900428,-0.4806563854217529,0.2411513030529022,0.1082448810338974,-0.8382576107978821,0.2772939503192901,0.0409521907567977,-1.0781209468841553,0.3073732256889343,-0.01987761631608,-1.3054041862487793,0.3237670660018921,0.1615731716156005,-1.0508012771606443,-0.1089638620615005,0.1333401799201965,-1.5984816551208496,-0.0874256715178489,0.0809976160526275,-1.9356387853622437,-0.0770189613103866,0.0532757751643657,-2.195335865020752,-0.0694619044661521,-0.0099432813003659,-0.985203504562378,-0.1711000800132751,-0.0704700574278831,-1.3942136764526367,0.076492391526699,-0.092914305627346,-1.129682540893555,0.2945985794067383,-0.0699814707040786,-0.9472320675849916,0.3809251487255096,-0.1772417873144149,-0.8881428241729736,-0.202852725982666,-0.2255332767963409,-1.1636158227920532,0.068545252084732,-0.207855075597763,-0.8878300786018372,0.2092159539461136,-0.185622438788414,-0.7396695017814636,0.2111844271421432,-0.3234135806560516,-0.8077518939971924,-0.2151922136545181,-0.3237652480602264,-0.9405972361564636,0.0074672289192676,-0.2886675298213959,-0.7561631798744202,0.115970179438591,-0.2781352996826172,-0.6320450901985168,0.1357866674661636
1,0.0,0.0,0.0,0.1372470110654831,-0.3982514441013336,0.1039564684033393,0.1015336737036705,-0.7741827964782715,0.135797381401062,-0.0203081257641315,-0.9919795989990234,0.1565306335687637,-0.1443941295146942,-1.0846264362335205,0.1691355407238006,0.0613152161240577,-1.004797339439392,0.0020113666541874,0.0158270057290792,-1.5675432682037354,0.0024703252129256,-0.0376233905553817,-1.880184531211853,0.0133015783503651,-0.072170116007328,-2.1107399463653564,0.021841388195753,-0.1246173307299614,-0.9917869567871094,-0.0287973023951053,-0.214082196354866,-1.3812793493270874,0.0354876033961772,-0.217419296503067,-1.166304588317871,0.1157564744353294,-0.1715715527534485,-0.973388135433197,0.163344457745552,-0.2741236984729767,-0.8737075328826904,-0.04550776258111,-0.3347246944904327,-1.1273078918457031,0.0289708562195301,-0.3069996237754822,-0.9163329005241394,0.1018831804394722,-0.2698804140090942,-0.7822347283363342,0.1331620663404464,-0.4094290137290954,-0.6940706968307495,-0.0531167387962341,-0.4242076277732849,-0.8527684211730957,0.0170798525214195,-0.384969413280487,-0.693811297416687,0.0858078896999359,-0.3415004312992096,-0.6003938317298889,0.1289194971323013
1,0.0,0.0,0.0,-0.1411608904600143,-0.4331979155540466,0.0408841483294963,-0.1287120282649994,-0.7812487483024597,0.035699039697647,-0.0263930987566709,-0.9960268139839172,0.0306302662938833,0.0682606622576713,-1.067673921585083,0.0207700543105602,-0.0956126227974891,-1.021220564842224,-0.0784671604633331,-0.0946086123585701,-1.5470408201217651,-0.1233691126108169,-0.0862086713314056,-1.8621746301651,-0.1443139761686325,-0.0757094323635101,-2.087099552154541,-0.1572453677654266,0.0655329227447509,-0.9936010241508484,-0.0919909924268722,0.0907466635107994,-1.36689031124115,-0.0964980125427246,0.066688559949398,-1.210979700088501,-0.0567686557769775,0.0525701195001602,-1.0631524324417114,-0.0323731563985347,0.2080396860837936,-0.9029346704483032,-0.0955792292952537,0.1958932727575302,-1.2248711585998535,-0.0861773714423179,0.1681106239557266,-1.0953154563903809,-0.036512803286314,0.1506741195917129,-0.96870756149292,-0.0096407691016793,0.3215021789073944,-0.7859861254692078,-0.0935520231723785,0.2777495980262756,-1.0411479473114014,-0.0752782374620437,0.2411279827356338,-0.9462618231773376,-0.0296915471553802,0.2256428897380828,-0.840227484703064,0.0035949705634266
1,0.0,0.0,0.0,-0.2263164669275283,-0.3362736999988556,-0.0449639409780502,-0.3074754178524017,-0.8251022100448608,-0.0472782030701637,-0.2598244845867157,-1.214256763458252,-0.0219260193407535,-0.1858910024166107,-1.3650950193405151,0.0062600807286798,-0.0378754250705242,-1.0233826637268066,-0.1252380609512329,-0.0776072368025779,-1.6036959886550903,-0.1409491300582885,-0.1157701462507247,-1.924227952957153,-0.1504089385271072,-0.1262497454881668,-2.1486687660217285,-0.1578376293182373,0.1335078179836273,-0.9884852766990662,-0.0712218806147575,-0.0196764320135116,-1.337849259376526,-0.0360743515193462,-0.0902253165841102,-1.1958322525024414,0.0173883605748415,-0.0936509296298027,-1.0313007831573486,0.0448421165347099,0.2261550724506378,-0.915778398513794,-0.0128537826240062,0.0540401674807071,-1.1952344179153442,0.0045518744736909,-0.0127051677554845,-1.0785609483718872,0.0306402761489152,-0.0207137335091829,-0.942793309688568,0.0421604663133621,0.286514550447464,-0.8276219964027405,0.0471737198531627,0.1360911577939987,-1.0548644065856934,0.0619520582258701,0.0691346600651741,-0.9664393663406372,0.0893462300300598,0.0496814884245395,-0.83662348985672,0.1104989424347877
1,0.0,0.0,0.0,-0.1202683076262474,-0.424517273902893,0.1800414323806762,-0.1042364239692688,-0.7452197670936584,0.2314880192279815,-0.0176223684102296,-0.9716950058937072,0.2690283060073852,0.0622444674372673,-1.1003460884094238,0.3009538650512695,-0.1790677160024643,-1.0085721015930176,-0.0074386657215654,-0.1510846763849258,-1.5639777183532717,-0.0127854216843843,-0.1220685839653015,-1.8741029500961304,-0.0214380826801061,-0.0952655747532844,-2.101118326187134,-0.0268508084118366,-0.0432448610663414,-0.9977027773857116,-0.0521441362798213,0.0555117279291152,-1.3748711347579956,0.0516142882406711,0.0832620039582252,-1.188609600067139,0.1460007131099701,0.0766325071454048,-1.053623914718628,0.1807261854410171,0.1038555651903152,-0.9306045770645142,-0.0730153396725654,0.1683714985847473,-1.2610501050949097,0.0566288195550441,0.1780494600534439,-1.0858261585235596,0.1512713283300399,0.1646055430173874,-0.9298318028450012,0.1717688739299774,0.2484733164310455,-0.8501349687576294,-0.0777846351265907,0.2532376945018768,-1.071211814880371,0.0340012535452842,0.2478961944580078,-0.941115379333496,0.1134951040148735,0.2395729720592498,-0.8197734355926514,0.1485313773155212
